"경북","5월",1397,29,2113,1097,41,1636,1012,29,1509,1042,35,1505,1000,20,1519
"경북","6월",1269,32,1898,1181,33,1736,1057,20,1556,957,25,1407,937,16,1360
"경북","7월",1199,24,1784,1138,29,1704,1107,35,1650,991,23,1440,918,18,1305
"경북","8월",1302,24,1961,1140,40,1787,986,33,1467,1010,35,1523,933,21,1398
"경북","9월",1239,28,1840,1086,26,1566,995,29,1447,960,22,1401,983,23,1418
"경북","10월",1367,30,2065,1226,41,1828,1168,36,1685,1051,38,1525,933,27,1375
"경북","11월",1462,29,2107,1150,26,1696,1121,36,1607,991,17,1396,931,32,1307
"경북","12월",1212,41,1814,1007,28,1435,974,33,1368,852,26,1324,846,22,1155
"경남","전체",12830,293,18563,11739,280,16607,11059,257,15414,10611,258,14545,11122,237,15398
"경남","1월",868,20,1246,928,30,1321,831,28,1127,792,17,1088,736,18,1027
"경남","2월",816,15,1178,819,24,1147,798,17,1155,691,20,916,787,19,1038
"경남","3월",1069,21,1585,883,22,1260,868,18,1208,786,24,1047,903,10,1266
"경남","4월",1139,27,1647,915,17,1292,990,17,1372,971,17,1331,952,17,1317
"경남","5월",1184,25,1709,992,19,1396,962,24,1391,963,19,1330,960,25,1351
"경남","6월",1057,22,1539,1149,24,1605,920,23,1283,891,16,1200,928,15,1278
"경남","7월",1071,20,1579,987,17,1437,1001,18,1406,852,28,1174,957,19,1326
"경남","8월",1120,22,1749,1064,22,1605,867,17,1228,878,18,1280,952,27,1363
"경남","9월",1128,27,1596,986,24,1370,898,19,1241,904,28,1215,1026,17,1416
"경남","10월",1150,30,1604,1103,33,1550,1006,27,1403,1041,31,1484,967,24,1307
"경남","11월",1186,31,1670,1015,28,1391,1032,27,1411,986,22,1344,954,23,1319
"경남","12월",1042,33,1461,898,20,1233,886,22,1189,856,18,1136,1000,23,1390
"제주","전체",4412,66,6818,4030,68,6131,4373,52,6725,4039,53,6021,3950,45,5884
"제주","1월",345,7,548,349,8,513,272,4,393,332,3,511,285,5,437
"제주","2월",308,4,474,282,1,388,305,3,462,301,2,421,265,4,443
"제주","3월",377,9,549,305,5,432,346,3,522,323,3,466,314,4,475
"제주","4월",372,9,569,269,6,417,366,7,619,338,3,515,307,3,428
"제주","5월",395,4,621,325,6,484,387,5,611,356,8,544,318,3,484
"제주","6월",327,6,484,337,6,502,383,2,586,351,4,542,331,5,512
"제주","7월",375,2,545,370,4,585,410,1,627,352,8,569,315,3,453
"제주","8월",405,5,657,386,4,655,382,7,604,373,4,570,399,6,571
"제주","9월",352,6,583,352,9,506,335,3,527,326,7,465,348,5,507
"제주","10월",405,5,626,401,5,663,423,3,641,366,4,554,377,3,559
"제주","11월",381,7,583,363,12,569,403,3,580,325,4,436,365,2,521
"제주","12월",370,2,579,291,2,417,361,11,553,296,3,428,326,2,494
